GenBank Accessions,Genome Name,Total_length,Classification,Broader_Classifications,Clade,CAZyme_freq,Trait,YAS,Trait_Freq,log_Trait_Freq
FNZZ00000000,Sphingomonas sp. JS21-1,3272897,Leaf,Plant,4_clade,23,Prokaryotic Defense System,Stress (S),30,3.401197382
FNZZ00000000,Sphingomonas sp. JS21-1,3272897,Leaf,Plant,4_clade,23,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
FOCF00000000,Sphingomonas sp. S6-262,3847972,Plant,Plant,3_clade,26,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
FOCF00000000,Sphingomonas sp. S6-262,3847972,Plant,Plant,3_clade,26,Prokaryotic Defense System,Stress (S),24,3.17805383
FOCF00000000,Sphingomonas sp. S6-262,3847972,Plant,Plant,3_clade,26,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
FORV01000000,Sphingomonas sp. NFR04,4772316,Root,Plant,6_clade,40,Chaperones and Folding Catalysts,Stress (S),30,3.401197382
FORV01000000,Sphingomonas sp. NFR04,4772316,Root,Plant,6_clade,40,Prokaryotic Defense System,Stress (S),32,3.465735903
FORV01000000,Sphingomonas sp. NFR04,4772316,Root,Plant,6_clade,40,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
FOVZ00000000,Sphingomonas sp. OK281,5050724,Root,Plant,1_clade,46,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
FOVZ00000000,Sphingomonas sp. OK281,5050724,Root,Plant,1_clade,46,Proteasome,Stress (S),1,0
FOVZ00000000,Sphingomonas sp. OK281,5050724,Root,Plant,1_clade,46,Prokaryotic Defense System,Stress (S),24,3.17805383
FOVZ00000000,Sphingomonas sp. OK281,5050724,Root,Plant,1_clade,46,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
FOXP00000000,Sphingomonas rubra strain CGMCC 1.9113,3200202,Bioreactor,Industrial,3_clade,16,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
FOXP00000000,Sphingomonas rubra strain CGMCC 1.9113,3200202,Bioreactor,Industrial,3_clade,16,Prokaryotic Defense System,Stress (S),25,3.218875825
FOXP00000000,Sphingomonas rubra strain CGMCC 1.9113,3200202,Bioreactor,Industrial,3_clade,16,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),29,3.36729583
FOZG00000000,Sphingomonas sp. S5-249,4060565,Plant,Plant,12_clade,22,Chaperones and Folding Catalysts,Stress (S),30,3.401197382
FOZG00000000,Sphingomonas sp. S5-249,4060565,Plant,Plant,12_clade,22,Prokaryotic Defense System,Stress (S),15,2.708050201
FOZG00000000,Sphingomonas sp. S5-249,4060565,Plant,Plant,12_clade,22,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),28,3.33220451
FUYM00000000,Sphingomonas histidinilytica strain UM2,5473339,Contaminated site,Contaminated site,12_clade,38,Chaperones and Folding Catalysts,Stress (S),38,3.63758616
FUYM00000000,Sphingomonas histidinilytica strain UM2,5473339,Contaminated site,Contaminated site,12_clade,38,Prokaryotic Defense System,Stress (S),35,3.555348061
FUYM00000000,Sphingomonas histidinilytica strain UM2,5473339,Contaminated site,Contaminated site,12_clade,38,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),29,3.36729583
FZOS00000000,Sphingomonas laterariae strain LNB2,4419388,Contaminated site,Contaminated site,12_clade,18,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
FZOS00000000,Sphingomonas laterariae strain LNB2,4419388,Contaminated site,Contaminated site,12_clade,18,Prokaryotic Defense System,Stress (S),41,3.713572067
FZOS00000000,Sphingomonas laterariae strain LNB2,4419388,Contaminated site,Contaminated site,12_clade,18,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
JAAOZC010000001,Sphingomonas vulcanisoli strain CECT 8804,3267440,Environment,Environment,12_clade,18,Chaperones and Folding Catalysts,Stress (S),28,3.33220451
JAAOZC010000001,Sphingomonas vulcanisoli strain CECT 8804,3267440,Environment,Environment,12_clade,18,Proteasome,Stress (S),1,0
JAAOZC010000001,Sphingomonas vulcanisoli strain CECT 8804,3267440,Environment,Environment,12_clade,18,Prokaryotic Defense System,Stress (S),41,3.713572067
JAAOZC010000001,Sphingomonas vulcanisoli strain CECT 8804,3267440,Environment,Environment,12_clade,18,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),27,3.295836866
JAASQK010000001,Sphingomonas oligoaromativorans strain DSM 102246,3867692,Soil,Environment,12_clade,38,Chaperones and Folding Catalysts,Stress (S),35,3.555348061
JAASQK010000001,Sphingomonas oligoaromativorans strain DSM 102246,3867692,Soil,Environment,12_clade,38,Prokaryotic Defense System,Stress (S),19,2.944438979
JAASQK010000001,Sphingomonas oligoaromativorans strain DSM 102246,3867692,Soil,Environment,12_clade,38,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),27,3.295836866
JAASQM010000001,Sphingomonas naasensis strain DSM 100060,4335120,Soil,Environment,6_clade,29,Chaperones and Folding Catalysts,Stress (S),32,3.465735903
JAASQM010000001,Sphingomonas naasensis strain DSM 100060,4335120,Soil,Environment,6_clade,29,Prokaryotic Defense System,Stress (S),22,3.091042453
JAASQM010000001,Sphingomonas naasensis strain DSM 100060,4335120,Soil,Environment,6_clade,29,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
JAASQP010000001,Sphingomonas japonica strain DSM 22753,2862547,Animal,Animal,8_clade,15,Chaperones and Folding Catalysts,Stress (S),28,3.33220451
JAASQP010000001,Sphingomonas japonica strain DSM 22753,2862547,Animal,Animal,8_clade,15,Prokaryotic Defense System,Stress (S),21,3.044522438
JAASQP010000001,Sphingomonas japonica strain DSM 22753,2862547,Animal,Animal,8_clade,15,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),30,3.401197382
JAASQQ010000001,Sphingomonas insulae strain DSM 21792,3735779,Soil,Environment,2_clade,31,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
JAASQQ010000001,Sphingomonas insulae strain DSM 21792,3735779,Soil,Environment,2_clade,31,Prokaryotic Defense System,Stress (S),28,3.33220451
JAASQQ010000001,Sphingomonas insulae strain DSM 21792,3735779,Soil,Environment,2_clade,31,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
JAASQV010000001,Sphingomonas leidyi strain DSM 4733,4787838,Animal,Animal,6_clade,25,Chaperones and Folding Catalysts,Stress (S),40,3.688879454
JAASQV010000001,Sphingomonas leidyi strain DSM 4733,4787838,Animal,Animal,6_clade,25,Prokaryotic Defense System,Stress (S),25,3.218875825
JAASQV010000001,Sphingomonas leidyi strain DSM 4733,4787838,Animal,Animal,6_clade,25,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
JAATJB010000001,Sphingomonas trueperi strain DSM 7225,4619810,Soil,Environment,6_clade,32,Chaperones and Folding Catalysts,Stress (S),37,3.610917913
JAATJB010000001,Sphingomonas trueperi strain DSM 7225,4619810,Soil,Environment,6_clade,32,Prokaryotic Defense System,Stress (S),37,3.610917913
JAATJB010000001,Sphingomonas trueperi strain DSM 7225,4619810,Soil,Environment,6_clade,32,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
JAATJE010000001,Sphingomonas jejuensis strain DSM 27651,2962167,Animal,Animal,11_clade,22,Chaperones and Folding Catalysts,Stress (S),28,3.33220451
JAATJE010000001,Sphingomonas jejuensis strain DSM 27651,2962167,Animal,Animal,11_clade,22,Prokaryotic Defense System,Stress (S),20,2.995732274
JAATJE010000001,Sphingomonas jejuensis strain DSM 27651,2962167,Animal,Animal,11_clade,22,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),26,3.258096538
JABEPR010000001,Sphingomonas sp. ID1715,3643810,other,Other,11_clade,23,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
JABEPR010000001,Sphingomonas sp. ID1715,3643810,other,Other,11_clade,23,Prokaryotic Defense System,Stress (S),30,3.401197382
JABEPR010000001,Sphingomonas sp. ID1715,3643810,other,Other,11_clade,23,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
JFYV00000000,Sphingomonas sp. RIT328,4343511,Plant,Plant,2_clade,35,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
JFYV00000000,Sphingomonas sp. RIT328,4343511,Plant,Plant,2_clade,35,Prokaryotic Defense System,Stress (S),30,3.401197382
JFYV00000000,Sphingomonas sp. RIT328,4343511,Plant,Plant,2_clade,35,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),35,3.555348061
JFYY00000000,Sphingomonas paucimobilis strain EPA505,4872804,Contaminated site,Contaminated site,10_clade,39,Chaperones and Folding Catalysts,Stress (S),42,3.737669618
JFYY00000000,Sphingomonas paucimobilis strain EPA505,4872804,Contaminated site,Contaminated site,10_clade,39,Prokaryotic Defense System,Stress (S),49,3.891820298
JFYY00000000,Sphingomonas paucimobilis strain EPA505,4872804,Contaminated site,Contaminated site,10_clade,39,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
JOOE00000000,Sphingomonas sp. UNC305MFCol5.2,4239980,Plant,Plant,6_clade,22,Chaperones and Folding Catalysts,Stress (S),34,3.526360525
JOOE00000000,Sphingomonas sp. UNC305MFCol5.2,4239980,Plant,Plant,6_clade,22,Prokaryotic Defense System,Stress (S),20,2.995732274
JOOE00000000,Sphingomonas sp. UNC305MFCol5.2,4239980,Plant,Plant,6_clade,22,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
JQMC00000000,Sphingomonas wittichii strain YR128,4895574,Root,Plant,12_clade,33,Chaperones and Folding Catalysts,Stress (S),38,3.63758616
JQMC00000000,Sphingomonas wittichii strain YR128,4895574,Root,Plant,12_clade,33,Proteasome,Stress (S),1,0
JQMC00000000,Sphingomonas wittichii strain YR128,4895574,Root,Plant,12_clade,33,Prokaryotic Defense System,Stress (S),46,3.828641396
JQMC00000000,Sphingomonas wittichii strain YR128,4895574,Root,Plant,12_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),28,3.33220451
JROG00000000,Sphingomonas sp. 35-24ZXX 35-24zxx,4088230,Water,Water,10_clade,18,Chaperones and Folding Catalysts,Stress (S),28,3.33220451
JROG00000000,Sphingomonas sp. 35-24ZXX 35-24zxx,4088230,Water,Water,10_clade,18,Prokaryotic Defense System,Stress (S),30,3.401197382
JROG00000000,Sphingomonas sp. 35-24ZXX 35-24zxx,4088230,Water,Water,10_clade,18,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),25,3.218875825
JROH00000000,Sphingomonas sp. 37zxx,3689338,Water,Water,8_clade,23,Chaperones and Folding Catalysts,Stress (S),30,3.401197382
JROH00000000,Sphingomonas sp. 37zxx,3689338,Water,Water,8_clade,23,Prokaryotic Defense System,Stress (S),27,3.295836866
JROH00000000,Sphingomonas sp. 37zxx,3689338,Water,Water,8_clade,23,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
JSXI00000000,Sphingomonas sp. ERG5,5738763,Sediment,Water,5_clade,23,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
JSXI00000000,Sphingomonas sp. ERG5,5738763,Sediment,Water,5_clade,23,Prokaryotic Defense System,Stress (S),26,3.258096538
JSXI00000000,Sphingomonas sp. ERG5,5738763,Sediment,Water,5_clade,23,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Chaperones and Folding Catalysts,Stress (S),30,3.401197382
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Proteasome,Stress (S),1,0
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Prokaryotic Defense System,Stress (S),43,3.761200116
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),30,3.401197382
LAZX01000000,Sphingomonas sp. Ag1,3933945,Animal,Animal,4_clade,19,Chaperones and Folding Catalysts,Stress (S),34,3.526360525
LAZX01000000,Sphingomonas sp. Ag1,3933945,Animal,Animal,4_clade,19,Prokaryotic Defense System,Stress (S),24,3.17805383
LAZX01000000,Sphingomonas sp. Ag1,3933945,Animal,Animal,4_clade,19,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),36,3.583518938
LDES01000000,Sphingomonas sp. Y57,5586357,Soil,Environment,12_clade,30,Chaperones and Folding Catalysts,Stress (S),37,3.610917913
LDES01000000,Sphingomonas sp. Y57,5586357,Soil,Environment,12_clade,30,Prokaryotic Defense System,Stress (S),42,3.737669618
LDES01000000,Sphingomonas sp. Y57,5586357,Soil,Environment,12_clade,30,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),28,3.33220451
LDTB01000000,Sphingomonas endophytica strain NS334,3641166,Seed,Plant,4_clade,23,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
LDTB01000000,Sphingomonas endophytica strain NS334,3641166,Seed,Plant,4_clade,23,Prokaryotic Defense System,Stress (S),32,3.465735903
LDTB01000000,Sphingomonas endophytica strain NS334,3641166,Seed,Plant,4_clade,23,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),37,3.610917913
LDTC01000000,Sphingomonas sanguinis strain NS258,3868185,Seed,Plant,3_clade,20,Chaperones and Folding Catalysts,Stress (S),30,3.401197382
LDTC01000000,Sphingomonas sanguinis strain NS258,3868185,Seed,Plant,3_clade,20,Prokaryotic Defense System,Stress (S),23,3.135494216
LDTC01000000,Sphingomonas sanguinis strain NS258,3868185,Seed,Plant,3_clade,20,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
LDTD01000000,Sphingomonas sanguinis strain NS319,4168320,Seed,Plant,3_clade,22,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
LDTD01000000,Sphingomonas sanguinis strain NS319,4168320,Seed,Plant,3_clade,22,Prokaryotic Defense System,Stress (S),27,3.295836866
LDTD01000000,Sphingomonas sanguinis strain NS319,4168320,Seed,Plant,3_clade,22,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),30,3.401197382
LDTE01000000,Sphingomonas sanguinis strain SB4,4019493,Seed,Plant,3_clade,23,Chaperones and Folding Catalysts,Stress (S),29,3.36729583
LDTE01000000,Sphingomonas sanguinis strain SB4,4019493,Seed,Plant,3_clade,23,Prokaryotic Defense System,Stress (S),23,3.135494216
LDTE01000000,Sphingomonas sanguinis strain SB4,4019493,Seed,Plant,3_clade,23,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
LDTF01000000,Sphingomonas yabuuchiae strain NS355,3909164,Plant,Plant,3_clade,25,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
LDTF01000000,Sphingomonas yabuuchiae strain NS355,3909164,Plant,Plant,3_clade,25,Prokaryotic Defense System,Stress (S),15,2.708050201
LDTF01000000,Sphingomonas yabuuchiae strain NS355,3909164,Plant,Plant,3_clade,25,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),33,3.496507561
LDUA01000000,Sphingomonas paucimobilis strain LCT-SP1,4293554,Water,Water,3_clade,36,Chaperones and Folding Catalysts,Stress (S),38,3.63758616
LDUA01000000,Sphingomonas paucimobilis strain LCT-SP1,4293554,Water,Water,3_clade,36,Prokaryotic Defense System,Stress (S),26,3.258096538
LDUA01000000,Sphingomonas paucimobilis strain LCT-SP1,4293554,Water,Water,3_clade,36,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),31,3.433987204
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Chaperones and Folding Catalysts,Stress (S),57,4.043051268
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Proteasome,Stress (S),1,0
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Prokaryotic Defense System,Stress (S),78,4.356708827
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),36,3.583518938
LGVA01000000,Sphingomonas sp. Ndbn-20,5351429,Environment,Environment,12_clade,24,Chaperones and Folding Catalysts,Stress (S),39,3.663561646
LGVA01000000,Sphingomonas sp. Ndbn-20,5351429,Environment,Environment,12_clade,24,Prokaryotic Defense System,Stress (S),42,3.737669618
LGVA01000000,Sphingomonas sp. Ndbn-20,5351429,Environment,Environment,12_clade,24,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),28,3.33220451
LMEJ01000000,Sphingomonas sp. Root1294,5496681,Root,Plant,12_clade,33,Chaperones and Folding Catalysts,Stress (S),34,3.526360525
LMEJ01000000,Sphingomonas sp. Root1294,5496681,Root,Plant,12_clade,33,Prokaryotic Defense System,Stress (S),22,3.091042453
LMEJ01000000,Sphingomonas sp. Root1294,5496681,Root,Plant,12_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),30,3.401197382
LMFM01000000,Sphingomonas sp. Root50,5498788,Root,Plant,12_clade,33,Chaperones and Folding Catalysts,Stress (S),34,3.526360525
LMFM01000000,Sphingomonas sp. Root50,5498788,Root,Plant,12_clade,33,Prokaryotic Defense System,Stress (S),22,3.091042453
LMFM01000000,Sphingomonas sp. Root50,5498788,Root,Plant,12_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),30,3.401197382
LMIB01000000,Sphingomonas sp. Root710,4772303,Root,Plant,12_clade,27,Chaperones and Folding Catalysts,Stress (S),34,3.526360525
LMIB01000000,Sphingomonas sp. Root710,4772303,Root,Plant,12_clade,27,Prokaryotic Defense System,Stress (S),25,3.218875825
LMIB01000000,Sphingomonas sp. Root710,4772303,Root,Plant,12_clade,27,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),27,3.295836866
LMID01000000,Sphingomonas sp. Root720,5588032,Root,Plant,12_clade,33,Chaperones and Folding Catalysts,Stress (S),34,3.526360525
LMID01000000,Sphingomonas sp. Root720,5588032,Root,Plant,12_clade,33,Prokaryotic Defense System,Stress (S),21,3.044522438
LMID01000000,Sphingomonas sp. Root720,5588032,Root,Plant,12_clade,33,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),30,3.401197382
LMIV01000000,Sphingomonas sp. Root241,4212502,Root,Plant,6_clade,27,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
LMIV01000000,Sphingomonas sp. Root241,4212502,Root,Plant,6_clade,27,Prokaryotic Defense System,Stress (S),25,3.218875825
LMIV01000000,Sphingomonas sp. Root241,4212502,Root,Plant,6_clade,27,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
LMJZ01000000,Sphingomonas sp. Leaf5,4001394,Leaf,Plant,9_clade,29,Chaperones and Folding Catalysts,Stress (S),35,3.555348061
LMJZ01000000,Sphingomonas sp. Leaf5,4001394,Leaf,Plant,9_clade,29,Prokaryotic Defense System,Stress (S),36,3.583518938
LMJZ01000000,Sphingomonas sp. Leaf5,4001394,Leaf,Plant,9_clade,29,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),34,3.526360525
LMKC01000000,Sphingomonas sp. Leaf9,3765909,Leaf,Plant,9_clade,22,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
LMKC01000000,Sphingomonas sp. Leaf9,3765909,Leaf,Plant,9_clade,22,Prokaryotic Defense System,Stress (S),29,3.36729583
LMKC01000000,Sphingomonas sp. Leaf9,3765909,Leaf,Plant,9_clade,22,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),32,3.465735903
LMKE01000000,Sphingomonas sp. Leaf10,4135713,Leaf,Plant,9_clade,26,Chaperones and Folding Catalysts,Stress (S),33,3.496507561
LMKE01000000,Sphingomonas sp. Leaf10,4135713,Leaf,Plant,9_clade,26,Prokaryotic Defense System,Stress (S),33,3.496507561
LMKE01000000,Sphingomonas sp. Leaf10,4135713,Leaf,Plant,9_clade,26,Peptidoglycan Biosynthesis and Degredation Proteins,Stress (S),35,3.555348061
LMKG01000000,Sphingomonas sp. Leaf11,3765831,Leaf,Plant,9_clade,22,Chaperones and Folding Catalysts,Stress (S),31,3.433987204
LMKG01000000,Sphingomonas sp. Leaf11,3765831,Leaf,Plant,9_clade,22,Prokaryotic Defense System,Stress (S),29,3.36729583
